identity,kind,framework,workload,configuration,repetition,execution_order,start_timestamp_ns,semantic_completion_timestamp_ns,end_timestamp_ns,semantic_completion_ms,public_session_wall_ms,expected_operation_count,executed_operation_count,successful_provider_calls,result_count,semantic_result_equality,causal_order_equality,final_framework_state_equality,relay_cell_count,registry_query_count,public_transcript_complete,resolved_not_admitted,silent_loss,profile_overflow,success,failure_category,retries
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-NATIVE-M001,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,NATIVE,1,NATIVE_THEN_OAE,1788403244530183710,1788403244537396428,1788403244537396428,7.211806,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-OAE_V4R8-M001,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,OAE_V4R8,1,NATIVE_THEN_OAE,1788403247141532269,1788403247564516111,1788403253260833162,422.982273,6119.324372,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-NATIVE-M001,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,NATIVE,1,NATIVE_THEN_OAE,1788403253274042169,1788403253293164401,1788403253293164401,19.120743,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M001,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,1,NATIVE_THEN_OAE,1788403255928586590,1788403256479057372,1788403262027540113,550.469084,6098.979444,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-NATIVE-M001,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,NATIVE,1,NATIVE_THEN_OAE,1788403262041989619,1788403262239698856,1788403262239698856,197.707488,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-OAE_V4R8-M001,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,OAE_V4R8,1,NATIVE_THEN_OAE,1788403264837496342,1788403266842135833,1788403270967563487,2004.638069,6130.092294,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-NATIVE-M001,MEASURED,OpenAI Agents SDK,CAPACITY_50,NATIVE,1,NATIVE_THEN_OAE,1788403270984323803,1788403271096071915,1788403271096071915,111.746637,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-OAE_V4R8-M001,MEASURED,OpenAI Agents SDK,CAPACITY_50,OAE_V4R8,1,NATIVE_THEN_OAE,1788403273705544573,1788403274639597267,1788403279798132344,934.051164,6092.612341,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-NATIVE-M001,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,NATIVE,1,NATIVE_THEN_OAE,1788403279811774395,1788403279818045456,1788403279818045456,6.269382,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-OAE_V4R8-M001,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,OAE_V4R8,1,NATIVE_THEN_OAE,1788403282435946615,1788403282851502069,1788403288526623822,415.553835,6090.704041,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-NATIVE-M001,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,NATIVE,1,NATIVE_THEN_OAE,1788403288539337106,1788403288547635127,1788403288547635127,8.296613,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M001,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,1,NATIVE_THEN_OAE,1788403291166707181,1788403291704293231,1788403297257598501,537.584627,6090.917599,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-NATIVE-M001,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,NATIVE,1,NATIVE_THEN_OAE,1788403297272944621,1788403297328271438,1788403297328271438,55.3254,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-OAE_V4R8-M001,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,OAE_V4R8,1,NATIVE_THEN_OAE,1788403299931039380,1788403301514900330,1788403306071273018,1583.859408,6140.262251,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-NATIVE-M001,MEASURED,Microsoft Agent Framework,CAPACITY_50,NATIVE,1,NATIVE_THEN_OAE,1788403306088395091,1788403306165507005,1788403306165507005,77.110508,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-OAE_V4R8-M001,MEASURED,Microsoft Agent Framework,CAPACITY_50,OAE_V4R8,1,NATIVE_THEN_OAE,1788403308729519555,1788403309662560353,1788403314810912338,933.039425,6081.414443,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-OAE_V4R8-M002,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,OAE_V4R8,2,OAE_THEN_NATIVE,1788403317467519293,1788403317889732533,1788403323573030852,422.2109,6105.535692,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-NATIVE-M002,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,NATIVE,2,OAE_THEN_NATIVE,1788403323585992701,1788403323599073587,1788403323599073587,13.079001,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M002,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,2,OAE_THEN_NATIVE,1788403326248965386,1788403326803005856,1788403332340119252,554.038871,6091.17897,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-NATIVE-M002,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,NATIVE,2,OAE_THEN_NATIVE,1788403332355918850,1788403332375672042,1788403332375672042,19.751862,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-OAE_V4R8-M002,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,OAE_V4R8,2,OAE_THEN_NATIVE,1788403334943536453,1788403336958790382,1788403341034534030,2015.25242,6091.021462,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-NATIVE-M002,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,NATIVE,2,OAE_THEN_NATIVE,1788403341049612561,1788403341343425563,1788403341343425563,293.81104,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-OAE_V4R8-M002,MEASURED,OpenAI Agents SDK,CAPACITY_50,OAE_V4R8,2,OAE_THEN_NATIVE,1788403343914250841,1788403344861372770,1788403350018101336,947.120165,6103.873895,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-NATIVE-M002,MEASURED,OpenAI Agents SDK,CAPACITY_50,NATIVE,2,OAE_THEN_NATIVE,1788403350035243651,1788403350146307164,1788403350146307164,111.061849,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-OAE_V4R8-M002,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,OAE_V4R8,2,OAE_THEN_NATIVE,1788403352784795016,1788403353198541729,1788403358894062239,413.745233,6109.289357,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-NATIVE-M002,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,NATIVE,2,OAE_THEN_NATIVE,1788403358908528492,1788403358914820969,1788403358914820969,6.290612,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M002,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,2,OAE_THEN_NATIVE,1788403361576100026,1788403362110004725,1788403367664791950,533.90341,6088.723908,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-NATIVE-M002,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,NATIVE,2,OAE_THEN_NATIVE,1788403367678207416,1788403367686776212,1788403367686776212,8.566938,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-OAE_V4R8-M002,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,OAE_V4R8,2,OAE_THEN_NATIVE,1788403370314013974,1788403371897669375,1788403376412824887,1583.653503,6098.840925,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-NATIVE-M002,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,NATIVE,2,OAE_THEN_NATIVE,1788403376428368417,1788403376479767587,1788403376479767587,51.397818,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-OAE_V4R8-M002,MEASURED,Microsoft Agent Framework,CAPACITY_50,OAE_V4R8,2,OAE_THEN_NATIVE,1788403379121843951,1788403380023783034,1788403385230802392,901.937555,6108.98074,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-NATIVE-M002,MEASURED,Microsoft Agent Framework,CAPACITY_50,NATIVE,2,OAE_THEN_NATIVE,1788403385247897856,1788403385323651901,1788403385323651901,75.752809,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-NATIVE-M003,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,NATIVE,3,NATIVE_THEN_OAE,1788403385324597996,1788403385331810706,1788403385331810706,7.211782,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-OAE_V4R8-M003,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,OAE_V4R8,3,NATIVE_THEN_OAE,1788403387966404224,1788403388378811712,1788403394072180936,412.405989,6105.803302,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-NATIVE-M003,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,NATIVE,3,NATIVE_THEN_OAE,1788403394087267059,1788403394107119413,1788403394107119413,19.850872,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M003,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,3,NATIVE_THEN_OAE,1788403396628935189,1788403397176733453,1788403402690037505,547.796685,6061.124075,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-NATIVE-M003,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,NATIVE,3,NATIVE_THEN_OAE,1788403402705019239,1788403402903510827,1788403402903510827,198.49028,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-OAE_V4R8-M003,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,OAE_V4R8,3,NATIVE_THEN_OAE,1788403405469784771,1788403407463965938,1788403411577085796,1994.179809,6107.325793,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-NATIVE-M003,MEASURED,OpenAI Agents SDK,CAPACITY_50,NATIVE,3,NATIVE_THEN_OAE,1788403411594064382,1788403411704834987,1788403411704834987,110.769131,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-OAE_V4R8-M003,MEASURED,OpenAI Agents SDK,CAPACITY_50,OAE_V4R8,3,NATIVE_THEN_OAE,1788403414297045604,1788403415231733264,1788403420429749233,934.686266,6132.728496,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-NATIVE-M003,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,NATIVE,3,NATIVE_THEN_OAE,1788403420443005212,1788403420449499724,1788403420449499724,6.492838,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-OAE_V4R8-M003,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,OAE_V4R8,3,NATIVE_THEN_OAE,1788403422860942362,1788403423282766641,1788403428955721955,421.822885,6094.811329,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-NATIVE-M003,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,NATIVE,3,NATIVE_THEN_OAE,1788403428968983589,1788403428977923012,1788403428977923012,8.937592,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M003,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,3,NATIVE_THEN_OAE,1788403431533688418,1788403432131907736,1788403437636213845,598.217572,6102.547325,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-NATIVE-M003,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,NATIVE,3,NATIVE_THEN_OAE,1788403437652417814,1788403437709154221,1788403437709154221,56.734743,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-OAE_V4R8-M003,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,OAE_V4R8,3,NATIVE_THEN_OAE,1788403440333838557,1788403441944324737,1788403446433624672,1610.484407,6099.810798,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-NATIVE-M003,MEASURED,Microsoft Agent Framework,CAPACITY_50,NATIVE,3,NATIVE_THEN_OAE,1788403446452053130,1788403446533784750,1788403446533784750,81.729861,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-OAE_V4R8-M003,MEASURED,Microsoft Agent Framework,CAPACITY_50,OAE_V4R8,3,NATIVE_THEN_OAE,1788403449166076667,1788403450064202505,1788403455283652096,898.124053,6117.601026,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-OAE_V4R8-M004,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,OAE_V4R8,4,OAE_THEN_NATIVE,1788403457911294514,1788403458333531577,1788403463996174863,422.235404,6084.904185,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-NATIVE-M004,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,NATIVE,4,OAE_THEN_NATIVE,1788403464009014419,1788403464021981567,1788403464021981567,12.965421,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M004,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,4,OAE_THEN_NATIVE,1788403466651064981,1788403467262812870,1788403472755475655,611.746076,6104.433784,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-NATIVE-M004,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,NATIVE,4,OAE_THEN_NATIVE,1788403472770092910,1788403472789617525,1788403472789617525,19.522885,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-OAE_V4R8-M004,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,OAE_V4R8,4,OAE_THEN_NATIVE,1788403475420555641,1788403477432459022,1788403481515895744,2011.902045,6095.364707,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-NATIVE-M004,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,NATIVE,4,OAE_THEN_NATIVE,1788403481531956857,1788403481729134383,1788403481729134383,197.17587,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-OAE_V4R8-M004,MEASURED,OpenAI Agents SDK,CAPACITY_50,OAE_V4R8,4,OAE_THEN_NATIVE,1788403484366083748,1788403485300286243,1788403490462228980,934.201344,6096.171118,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-NATIVE-M004,MEASURED,OpenAI Agents SDK,CAPACITY_50,NATIVE,4,OAE_THEN_NATIVE,1788403490478917056,1788403490589570912,1788403490589570912,110.652227,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-OAE_V4R8-M004,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,OAE_V4R8,4,OAE_THEN_NATIVE,1788403493218020439,1788403493630818516,1788403499302930956,412.796591,6084.933471,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-NATIVE-M004,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,NATIVE,4,OAE_THEN_NATIVE,1788403499317299255,1788403499323228632,1788403499323228632,5.927924,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M004,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,4,OAE_THEN_NATIVE,1788403501917657109,1788403502456305338,1788403508027240536,538.646995,6109.610219,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-NATIVE-M004,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,NATIVE,4,OAE_THEN_NATIVE,1788403508041158384,1788403508049799274,1788403508049799274,8.63939,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-OAE_V4R8-M004,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,OAE_V4R8,4,OAE_THEN_NATIVE,1788403510629071834,1788403512216953103,1788403516731602798,1587.879696,6102.560042,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-NATIVE-M004,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,NATIVE,4,OAE_THEN_NATIVE,1788403516747016043,1788403516799801169,1788403516799801169,52.783716,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-OAE_V4R8-M004,MEASURED,Microsoft Agent Framework,CAPACITY_50,OAE_V4R8,4,OAE_THEN_NATIVE,1788403519449523684,1788403520360389092,1788403525509081917,910.863884,6059.580948,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-NATIVE-M004,MEASURED,Microsoft Agent Framework,CAPACITY_50,NATIVE,4,OAE_THEN_NATIVE,1788403525526831319,1788403525708306125,1788403525708306125,181.473358,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-NATIVE-M005,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,NATIVE,5,NATIVE_THEN_OAE,1788403525709248275,1788403525716393613,1788403525716393613,7.144416,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-OAE_V4R8-M005,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,OAE_V4R8,5,NATIVE_THEN_OAE,1788403528333522813,1788403528762758258,1788403534407899021,429.234224,6074.401915,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-NATIVE-M005,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,NATIVE,5,NATIVE_THEN_OAE,1788403534420959329,1788403534439917543,1788403534439917543,18.956901,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M005,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,5,NATIVE_THEN_OAE,1788403537057900954,1788403537661833759,1788403543156656760,603.931151,6098.780505,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-NATIVE-M005,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,NATIVE,5,NATIVE_THEN_OAE,1788403543172600892,1788403543370116697,1788403543370116697,197.514259,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CACHE_REUSE_30-OAE_V4R8-M005,MEASURED,OpenAI Agents SDK,CACHE_REUSE_30,OAE_V4R8,5,NATIVE_THEN_OAE,1788403545965378818,1788403547981592392,1788403552098728847,2016.211947,6133.377689,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-NATIVE-M005,MEASURED,OpenAI Agents SDK,CAPACITY_50,NATIVE,5,NATIVE_THEN_OAE,1788403552116172235,1788403552226551995,1788403552226551995,110.378181,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-CAPACITY_50-OAE_V4R8-M005,MEASURED,OpenAI Agents SDK,CAPACITY_50,OAE_V4R8,5,NATIVE_THEN_OAE,1788403554854872929,1788403555793923640,1788403560976145513,939.049525,6121.297553,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-NATIVE-M005,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,NATIVE,5,NATIVE_THEN_OAE,1788403560989163860,1788403560995317211,1788403560995317211,6.151749,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-ORDINARY_TOOL-OAE_V4R8-M005,MEASURED,Microsoft Agent Framework,ORDINARY_TOOL,OAE_V4R8,5,NATIVE_THEN_OAE,1788403563643877211,1788403564056825107,1788403569728479247,412.946258,6084.629261,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-NATIVE-M005,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,NATIVE,5,NATIVE_THEN_OAE,1788403569741978215,1788403569750735511,1788403569750735511,8.755476,,2,2,2,2,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M005,MEASURED,Microsoft Agent Framework,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,5,NATIVE_THEN_OAE,1788403572326601376,1788403572875204070,1788403578430230121,548.600913,6103.659322,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-NATIVE-M005,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,NATIVE,5,NATIVE_THEN_OAE,1788403578447164285,1788403578498436199,1788403578498436199,51.270452,,30,30,30,30,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CACHE_REUSE_30-OAE_V4R8-M005,MEASURED,Microsoft Agent Framework,CACHE_REUSE_30,OAE_V4R8,5,NATIVE_THEN_OAE,1788403581067815475,1788403582663021547,1788403587181025334,1595.204475,6113.345111,30,30,30,30,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-NATIVE-M005,MEASURED,Microsoft Agent Framework,CAPACITY_50,NATIVE,5,NATIVE_THEN_OAE,1788403587199971248,1788403587283369944,1788403587283369944,83.396898,,50,50,50,50,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-MS-CAPACITY_50-OAE_V4R8-M005,MEASURED,Microsoft Agent Framework,CAPACITY_50,OAE_V4R8,5,NATIVE_THEN_OAE,1788403589830047614,1788403590743452893,1788403595924380980,913.403704,6094.358145,50,50,50,50,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-OAE_V4R8-M006,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,OAE_V4R8,6,OAE_THEN_NATIVE,1788403598558157100,1788403598978538099,1788403604671409617,420.3795,6113.276465,1,1,1,1,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-ORDINARY_TOOL-NATIVE-M006,MEASURED,OpenAI Agents SDK,ORDINARY_TOOL,NATIVE,6,OAE_THEN_NATIVE,1788403604684449002,1788403604696519113,1788403604696519113,12.068813,,1,1,1,1,True,True,True,,,,,,,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-OAE_V4R8-M006,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,OAE_V4R8,6,OAE_THEN_NATIVE,1788403607309400427,1788403607920592819,1788403613435770299,611.190612,6126.393718,2,2,2,2,True,True,True,521,100,True,0,0,0,True,,0
DEV-V4R8-FINAL-UTILITY-OA-AGENT_AS_TOOL_TRANSITION-NATIVE-M006,MEASURED,OpenAI Agents SDK,AGENT_AS_TOOL_TRANSITION,NATIVE,6,OAE_THEN_NATIVE,1788403613448916350,1788403613469479641,1788403613469479641,20.561464,,2,2,2,2,True,True,True,,,,,,,True,,0
